Title,Category,Description,Price,URL,imageURL
"Equimec for Horses 6.42gm","Horse Parasite Prevention","EQUIMEC PASTE: IVERMECTIN 18.7 g/kg:  Controls roundworms, bots and
summer sores.

PRODUCT BENEFITS    Broad-spectrum parasite control - controls roundworms bots and summer sores;   EQUIMEC has a wide safety margin. It can be used in horses of all ages including mares at any stage of pregnancy and breeding stallions;   Effective against Benzimidazole (BZ) resistant worms (small stronglyes) - some strains of bloodworms have become resistant to BZ products, EQUIMEC can control BZ resistant worms;   Low dose volume - EQUIMEC Paste stays in the mouth;   Wide opening for quick administration, fits even small hands.   Single syringe or box of 20.            ","                         $14.99                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/equimec-for-horses-6-42gm,//yourpetpa.com.au/cdn/shop/files/400_400_EQUIP.jpg?v=1700989592
"Equinox Worming Paste Orange (32.5g) for Horse","Horse Parasite Prevention","Equinox Orange Tube is a broad spectrum benzimidazole (BZ) group anthelmintic with a wide safety margin for use in horses.
Equinox Orange Tube contains oxfendazole, which interferes with the metabolic pathways of intestinal parasites and sterilises worm eggs within 24 hours of dosing, thus reducing contamination of pastures.
Equinox Orange Tube is ideal as an alternative wormer in a rotational worming program.
Equinox Orange Tube controls and treats the following susceptible parasites:
  Large Roundworms (ascarids) Parascaris equorum (adult and immature) Pinworms Oxyuris equi (adult and immature) Hairworms Trichostrongylus axei (adult and immature) Large Mouth Stomach Worms Habronema microstoma (adult) Susceptible Small Strongyles (redworms) Large Strongyles (bloodworms) Strongylus edentatus (tissue stages)  Kills immature and adult stages of large strongyles (bloodworms) in the intestine. Aids in the control of the migrating stages of the bloodworm Strongylus vulgaris, with corresponding reduction of arterial lesions. A reduction in the prevalence of associated colic could be expected.

Equinox Orange Tube does not treat or control bots or tapeworms.

DOSAGE:
Dose orally at the recommended rate of 5mL per 100kg bodyweight (10mg/kg oxfendazole). Each marking on the syringe plunger will deliver sufficient paste (2.7g) to treat 50kg bodyweight.

One syringe of Equinox Orange Tube will treat a 600kg horse.

DIRECTIONS FOR USE:
Equinox Orange Tube can be administered directly in the mouth or mixed in with the horses feed.
To give the correct amount of paste, turn the ring on the plunger on the syringe to the appropriate bodyweight setting. Each weight marking on the syringe plunger will deliver sufficient paste to treat 50kg bodyweight.

Administration by mouth:
Turn the ring on the plunger to the appropriate bodyweight setting. Insert the syringe into the side of the horse’s mouth, in the gap between the front and back teeth. Advance the plunger as far as it will go, depositing the paste on the rear of the tongue. Immediately raise the horse’s head for a few seconds to ensure the full dose has been swallowed.
If there is any paste remaining, replace the cap on the syringe and store at room temperature until needed again. For hygiene concerns, it is not advisable to use the same syringe of different horses.

EFFICACY DETAILS:

A single dose of Equinox Orange Tube will kill up to 88% of migrating fourth stage Strongylus vulgaris (blood worm) larvae. A second dose 48 hours after the first dose will kill up to 96% of the larvae. This is a most important feature and exclusive to oxfendazole when used at a dose of 10mg/kg.
For horses carrying a heavy worm burden at the start of a worm control program, this two dose regime will reduce the risk of colic and also the arterial damage that colic causes.

FREQUENCY OF USE:
All horses, and particularly mares, foals and yearlings should be included in a regular parasite control program. Because re-infection is common, treatment must be repeated routinely for effective control.
Equinox Orange Tube has a wide safety margin, and is safe to use in foals, yearlings, stallions and pregnant mares, provided these animals are handled with proper care.
Treatment should be repeated every 6-8 weeks for continual worm control.
Foals
The first treatment for a foal should be at 6 to 8 weeks of age.
Consult your veterinarian for a control program to meet your specific needs.

PRECAUTIONS:  It is not recommended to use Equinox Orange Tube in foals under 6 weeks of age.es          ","                         $14.75                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/equinox-worming-paste-orange-32-5g-for-horse,//yourpetpa.com.au/cdn/shop/products/equinox.webp?v=1653029910
"Equigel With Tape For Horses 14.4g","Horse Parasite Prevention","For treatment and control of tapeworms, large strongyles, small strongyles, pinworms, ascarids, hairworms, intestinal threadworms, stomach worms, bots, and cutaneous onchocerciasis.

PRODUCT SPECIFICATIONS   Active Constituents 

125 mg/mL PRAZIQUANTEL
20 mg/mL MOXIDECTIN    Dosage and Administration 

EQUIGEL™ with TAPE LONG ACTING HORSE WORMER AND BOTICIDE GEL is administered orally (into the mouth) at a dose rate of 0.4 mg/kg Moxidectin and 2.5 mg/kg Praziquantel. It is supplied in a ready to use syringe, calibrated according to the body weight of the horse to be treated. Use of this calibration will deliver the recommended dose.            ","                         $22.50                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/equigel-with-tape-for-horses,//yourpetpa.com.au/cdn/shop/files/Equigel-with-Tape-packsyringe-2048x922.png?v=1700988442
"Ultramax Equine Liquid Tapewomer for Horses","Horse Parasite Prevention","For the treatment and control of tapeworm, large strongyles, hairworms, pinworms, roundworms (ascarids), intestinal threadworms, large mouthed stomach worms, bots, lungworms, summer sores and cutaneous onchocerciasis in horses.

Ultramax is highly economical for the horse owner who has multiple animals to dose.         ","                         $95.99                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/ultramax-equine-liquid-tapewomer-for-horses,//yourpetpa.com.au/cdn/shop/files/Ultramax-Range.png?v=1700986814
"Flyaway Fly Spray for Horses","Horse Parasite Prevention","           WHAT IS FLYAWAY?  Kills and repels flies and nuisance insects#  Concentrated formula Can be applied to horse and surroundings for integrated fly and nuisance insect control Aids in the prevention of Queensland Itch* Pleasant lavender smell  RECOMMENDED FOR  Fast knockdown and repellent for bush flies, house flies, stable flies, midges and sandflies. Sustained effect which makes it more economical to use with less applications. Use on horses and multiple surfaces.  WHY CHOOSE FLYAWAY?

Flies and other insects can be a major concern for horses and their owners. The most effective way to deal with fly related issues is to kill the existing insects and deter others from returning. This is best achieved by using FLYAWAY, an effective and easy to use product.  Kills flies and nuisance insects

The active ingredients in FLYAWAY are highly effective insecticidal compounds. Permethrin is considered the most effective active registered to kill flies, more so than pyrethrin#, making FLYAWAY the serious fly solution.  Piperonyl butoxide and N octyl bicycloheptene dicarboximide when combined with permethrin act synergistically to prolong and intensify insecticidal activity#. N octyl bicycloheptene dicarboximide acts as a synergist with DEET to increase the potency of DEET’s repellent activity#.   Repels flies and nuisance insects

FLYAWAY provides effective repellent activity to deter insects from landing on or around animals.  Diethyltoluamide, more commonly known as DEET, is one of the most effective insect repellent compounds available.   Concentrated formula

FLYAWAY is a concentrated formulation to provide greater coverage and protection. It has higher concentrations of ingredients than many competitor products.  Can be applied to horse’s surroundings

To provide additional protection against fly worry as part of an integrated insect control program.  Extended activity

Permethrin, DEET, N octyl bicycloheptene dicarboximide and piperonyl butoxide combined together display a synergistic action. This means that they have improved activity when used together, than a single ingredient used alone or in other combinations. This results in an improved and extended action in killing and deterring flies. Additionally, increasing the amount of FLYAWAY applied can increase the duration of action.  Aids in the prevention of Queensland itch

Kills and repels midges and sandflies (Culicoides spp.) associated with Queensland Itch therefore reducing the hypersensitivity to bites that can result in nasty itching, causing hair loss and raw skin. Extended effect allows for longer periods of respite from sandfly worry.  Contains lavender oil

This gives the product a pleasant smell, making it more attractive to use than many insecticidal products. Lavender oil also has insecticidal and repellent properties.
     COMPOSITION  Permethrin 40:60 12g/L Diethyltouamide 50g/L N octyl bicycloheptene dicarboximide 25g/L Piperonyl butoxide 25g/L Dibutyl phthalate 20g/L Lavender Oil 10g/L  DOSAGE &amp; DIRECTIONS FOR USE  Application to animal

Lightly spray the animal, from head to rear. In case of severe infestation, apply FLYAWAY twice daily. The applicator nozzle should be positioned about 10-12cm from the skin surface. Liberal application should be applied onto areas such as ears, manes and tails.  Application to surroundings

FLYAWAY should also be applied to stable areas, rugs etc. to control insects in the horse’s surroundings as part of an integrated insect control program. Thoroughly spray all areas where flies land around where horses live and work. Spray horse gear and bedding for additional protection. When spraying gear be careful to check safety on delicate materials.   STORAGE

Store below 30°C (Room Temperature). PACK SIZES

500mL and 5L          ","                         $36.77                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/flyaway-fly-spray-for-horses,//yourpetpa.com.au/cdn/shop/products/VirbackFlyaway_900x_bf40abef-881c-4eb8-99c9-ca56ba38c40d.webp?v=1653115540
"Equimax Elevation for Horse","Horse Parasite Prevention","Equimax Paste  is a broad-spectrum horse worming paste that is highly effective in treating all major parasites in horses including:  Large strongyles (Strongylus vulgaris,  Strongylus edentatus,  Strongylus equinus, and  Triodontophorus spp.) Small strongyles including benzimidazole-resistant strains (Cyathostomum spp.,  Cylicocyclus spp.,  Cylicostephanus spp.,  Cylicocontophorus spp.,  Gyalocephanus spp.) Ascarids (Parascaris equorum) Pinworms (Oxyuris equi) Hairworms (Trichostrongylus axei) Large-mouthed stomach worms (Habronema muscae) Lungworms (Dictyocaulus amfieldi) Neck and intestinal threadworms (Onchocerca spp.,  Strongyloides westeri) All three species of tapeworms (Anoplocephala perfolliata,  Anoplocephala magna,  Paranoplocephala mammillana) All three species of bots (Gasterophilus spp.)

Also controls:  Skin lesions caused by  Habronema  and  Draschia spp.  Cutaneous larvae (summer sores)  Onchocerca spp.  microfilaria

Composition: Each Equimax 37.6g syringe contains: Abamectin - 3.7mg/g, Praziquantel - 46.2mg/g
Dose: Dose at 1mL per 20kg bodyweight (5mL per 100kg). Each syringe of Equimax treats a horse up to 700kg.

Equimax LV Paste  is a low-volume version of Equimax Paste.

Composition: Each Equimax LV 7.49g syringe contains: Ivermectin - 18.7mg/g, Praziquantel - 140mg/g.
Dose: 1mL/100kg of bodyweight is the recommended dose rate. The syringe delivers sufficient paste to treat 700 kg of bodyweight.

Equimax Elevation  is a triple active allwormer with a unique double action effect; ideal for horses under 2 years old.

Composition: Each Equimax Elevation 23.1mL syringe contains: Ivermectin 0.14g, Praziquantel 1.0g,  Pyrantel 9.0g.
Dose: 3.3mL per 100kg bodyweight. Each syringe of Equimax Elevation treats a horse up to 700kg.

Equimax Liquid Allwormer  is a broad-spectrum anthelmintic drench for administration by stomach tube or oral doser gun.

Composition: Abamectin 0.8 g/L, praziquantel 10 g/L.
Dose: Give orally at 1 mL/4 kg bodyweight (25 mL/100 kg bodyweight).         ","                         $32.99                        ",https://yourpetpa.com.au/collections/horse-parasite-prevention/products/equimax-elevation,//yourpetpa.com.au/cdn/shop/products/equimax-elevation-wormer-paste.png?v=1654585653
"Hoss Gloss Medicated Shampoo","Horse Grooming","Troy Hoss Gloss Medicated Shampoo is for the routine use as a wash and as an aid in the treatment of bacterial and fungal infections of the skin of dogs, horses and cattle.

Active Constituent: 5g/L Dichlorophen

Available as: 1L, 5L and 25         ","                         $14.50                        ",https://yourpetpa.com.au/collections/horse-grooming/products/hoss-gloss,//yourpetpa.com.au/cdn/shop/products/hossgloss1l.jpg?v=1652763452
"Sole Pack Hoof Liquid","Horse Grooming","Sole Pack Medicated Liquid Hoof Dressing EFFECTIVE HOOF CARE MAINTENANCE – FOR CURRENT AILMENTS AND PREVENTATIVE

Comes in 474ml with brush or 946ml refill (no brush)

Sole Pack Medicated Liquid Hoof Dressing comes with a brush applicator that will cover faster and smoother. For economy, purchase the convenient 946ml refill. Sole Pack will seek out and aggressively combat bacterial and fungal infections. Sole Pack liquid (and packing) are the most effective natural medicated products for the protection of your horses feet. This patented product is recommended by Master Farriers nationwide.

Painting Sole Pack Medicated Liquid Hoof Dressing on the coronary band, also aids in stimulating hoof growth.         ","                         $59.25                        ",https://yourpetpa.com.au/collections/horse-grooming/products/sole-pack-hoof-liquid,//yourpetpa.com.au/cdn/shop/products/solepack.jpg?v=1654597984
"Hoof Food 2kg","Horse Grooming","Features  Supplies daily biotin requirement (15mg) per 30g scoop in addition to all other co-factors essential for healthy hoof growth and repair. Improves hoof strength and resilience. Allows cracks and defects of the hoof to repair and grow out. Regenerates normal hoof wall growth. Highly palatable powder. Easily mixed into the ration.  Benefits  Supplies a combination of zinc, methionine, sulphur, choline, magnesium and gelatin for optimum hoof wall growth. Reduces tender soles and dry, brittle walls. Promotes stronger, healthier hoof and sole wall. Ensures water-soluble B-Group vitamin, Biotin is replenished daily facilitating optimal available levels. Treats a variety of hoof associated defects such as  cracked wall, contracted heels, thin soles, bruised soles, seedy toe, split frogs, laminitis and dry shelly feet.

Overall improvement in hoof horn growth and strength generally occurs within 3-5 months.  In cases of severe hoof damage and with very large horses, supplementation should continue for 9-12 months or longer.         ","                         $75.30                        ",https://yourpetpa.com.au/collections/horse-grooming/products/hoof-food-2kg,//yourpetpa.com.au/cdn/shop/products/HOOFFOOD2KG.jpg?v=1654590261
"Sole Pack Hoof Packing","Horse Grooming","                       Sole Pack Medicated Hoof Packing STRONG AND GENTLE – USED ON EXISTING OR AS PREVENTION

Sole Pack Hoof Packing relieves dry, hard, sore hooves, while combating bacterial and fungal infections. It also treats white line disease. Sole Pack Hoof Packing is extremely effective in maintaining the natural pliability of the hoof. Sole Pack Hoof Packing is fast-acting, quick-penetrating and formulated with soothing natural ingredients. Sole Pack Hoof Packing is available as a convenient, easy-to-use individual “Paddie” and the more economical 4 lb. and 8 lb. bulk quantity. It’s unique ability to bring the hoof back to a natural state makes it effective whether you’re faced with a hoof that it too soft or a hoof that is too hard.

Packing your horses hoof with Sole Pack Hoof Packing a few days prior to trimming will bring the hoof to a pliable state that will ease the trimming process.    
                     ","                         $8.10                        ",https://yourpetpa.com.au/collections/horse-grooming/products/sole-pack-hoof-packing,//yourpetpa.com.au/cdn/shop/products/400_400_SOLEP.jpg?v=1654597761
"Hemp Conditioner for Horses 500mL","Horse Grooming","Hemp Pet’s Hemp Horse Conditioner is designed to be part of the  HEMPOLISTIC  approach to your animals’ care.

THE HORSE CONDITIONER THAT MAKES GROOMING YOUR HORSE EVEN MORE ENJOYABLE.

Our hemp horse conditioner formula is perfectly balanced with essential oils of lavender, tea tree and peppermint. With the addition of hemp, it’s abundant in high-quality nutrients that help maintain and repair worn-out tissue.

The formula is paraben and silicone-free, and will not leave harmful residues that dry out your horse’s coat.

Our products help revitalize your horse's looks by moisturizing their skin to make it feel fresher and smoother. They also have a pleasant smell that comes from eliminating bacteria that causes odours in hair as well as restoring its lustre.

Resulting in a healthy-looking, healthy glowing horse.  YOUR HORSE WILL LOVE IT, SO WILL YOU!  

This Hemp Horse Conditioner works best in conjunction with our Hemp Horse Shampoo. We recommend the use of our hemp feed supplements because beautiful, healthy coats are best achieved working from the inside out. DIRECTIONS

After washing with Hemp Horse Shampoo:

1. Mix Hemp Horse Conditioner in a bucket of warm water.
2. Apply to horses coat using a clean sponge.
3. Apply directly to their mane and tail and soak tail in the bucket.
4. Let sit for up to 10 minutes and rinse thoroughly. INGREDIENTS

Aloe Barbadensis (Aloe) Leaf Juice, Cetyl Alcohol, Glycerin, Cannabis Sativa (Hemp) Seed Oil, Cetrimonium Chloride, Cocamidopropylamine Oxide, Rosmarinus Officinalis (Rosemary) Extract, Olea Europaea (Olive) Leaf Extract, Heptyl Undecylenate, Glyceryl Caprylate, Lavandula Angustifolia (Lavender) Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Mentha Piperita (Peppermint) Oil.         ","                         $34.95                        ",https://yourpetpa.com.au/collections/horse-grooming/products/hemp-conditioner-for-horses-500ml,//yourpetpa.com.au/cdn/shop/products/HP_CHC500_main-1.jpg?v=1652323014
"Cohesive Bandage","Horse Medical Aids","

Ideal for primary care, aged care, vets, hospital, Used as a fixation bandage for securing cold packs, braces, padding, Provides light to medium compression for leg ulcer patients, 4th layering bandage in the treatment of venous leg ulcers, Supplies high level of support to joints and limbs, Self-adherent wrap for even, consistent compression in retaining dressings, protecting wounds, immobilizing injuries or securing devices to patients, Adheres to itself only, no pins/clips required, Consistent compression to help minimize injured areas or frail skin., Soft porous fabric provides breathability and patient comfort, Easy edge to quickly locate starting point of bandage, Tears easily from the roll, no scissors required, Water resistant, sweat/water will not cause loosening, Latex-free         ","                         $2.79                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/rip-rap-lite-cohesive-bandage,//yourpetpa.com.au/cdn/shop/files/C9067.jpg?v=1709680084
"Iodin Spray 500mL","Horse Medical Aids","Troy Iodine Spray is an antiseptic spray for use in dressing wounds and preventing skin infections caused by bacteria and fungi. It can be used in dogs, cats, horses, and other mammalian species. Iodine is a compound that kills bacteria and fungus in a quick and effective manner. This spray can be used to treat bacterial skin infections, fungal infections such as ringworm, and to prevent infection in cuts and wounds (however can be painful in open skin).
  Iodine spray - antibacterial and antifungal For use in topical infections, wounds, and treatment of ringworm

Directions: Spray the affected area to achieve full coverage. Can be used as regularly as needed until area has healed.         ","                         $21.01                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/iodin-spray-500ml,//yourpetpa.com.au/cdn/shop/products/IODIN_500ML_800x796_2bd81bb5-556a-4e05-bd1c-41e34f401cc2.png?v=1654590876
"Filta Bac Anti-Bacterial Sunscreen (120g)","Horse Medical Aids","COMPOSITION

Each g contains:

Titanium dioxide 140 mg,
Zinc oxide 80 mg, 
Cetrimide 3 mg and
Benzalkonium chloride 0.8 mg.  ACTIONS

Provides effective protection against sun for sensitive or damaged skin, as well as anti-bacterial activity for wounds and skin conditions.  INDICATIONS

Anti-bacterial, antiseptic and wound protectant cream with sun filter for use on dogs, horses, cattle, sheep and goats.  DOSAGE AND ADMINISTRATION

Sun filter 
Horses, cattle, sheep, goats: Apply a thin layer each morning to exposed areas. Apply  up to 3 times daily when required.
Dogs: Apply up to 3 times daily.

Anti-bacterial and antiseptic
Apply a covering layer to damaged skin areas at least daily until healed. For dairy animals with teat and udder sores, remove any remaining Filta-Bac before milking by bathing area with warm water and mild soap, and rinse well. Apply Filta-Bac to sores immediately after milking.

Wound protection
Apply a covering layer to cuts, including saddle and girth sores in horses, at least daily until healed. Clean the affected area, removing any excess serum with antiseptic solution or mild soap and water and rinse well before applying Filta-Bac.  PRESENTATION

Cream: 120g (tube); 500g (jar).  STORAGE

Store below 30°C (Room Temperature). Protect from extreme light. Replace lid after use.  AVAILABILITY

For General Sale (APVMA 36716)  WARNINGS

Contraindications: For animals with renal failure, frequent daily applications of Filta-Bac over large areas of the body should be avoided.

Precautions Disposal. Break, crush or puncture and bury empty container in a Iocal authority landfill. If no landfill is available bury the container below 500 mm in a disposal pit specifically marked and set up for the purpose, clear of waterways, vegetation and roots. Empty container and product should not be burnt.

Adverse Reactions 
In the case of an allergic skin reaction, cease application and wash area with warm water and mild soap. Consult a veterinary surgeon. Some sensitive areas may react to the anti-bacterial agent in Filta-Bac. In such cases, Filta-Clear is recommended.         ","                         $16.99                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/filta-bac-120g,//yourpetpa.com.au/cdn/shop/products/filta-bac-antibacterial-sunscreen-for-dogs-120g__32956.1554467524.jpg?v=1655178910
"Fungazol Cream 100gm","Horse Medical Aids","            Broad spectrum anti-fungal activity against a wide range of yeasts and fungi including  Candidia albicans, C.guilliermondi, Torulopsis spp.  And the dermatophytes;  Trichophyton rubrum, T.mentagrophytes, Epidermophyton, Malassezia.  Topical anti-fungal agent with rapid action onset. Treats yeast and mould associated ailments. Able to be used for short acting and persistent skin diseases and mixed skin infections, both bacterial and fungal.  Benefits  Treats a wide variety of fungal ailments including ring worm (most commonly caused by  Microsporum gypseum), girth itch (commonly caused by  Trichophyton equinum) and rain scald (commonly caused by  Dermatophilus congolensis). Treats a wide variety of independent ailments such as dermatitis, saddle rash, greasy heel and mycotic skin infections in horses.          ","                         $33.95                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/fungazole-cream-100gm,//yourpetpa.com.au/cdn/shop/products/fungazol.jpg?v=1654589879
"L-Carnitine Injection 100ml","Horse Medical Aids","L-CARNITINE is an amino acid which helps transport fats into muscle cells. It is essential in the transport of fats into muscle cells for energy production. The muscle levels of L-CARNITINE determine the exercise capacity of muscles.. By using fats as energy for muscle contractions, the body is sparing glycogen and delaying the accumulation of lactic acid.
L-CARNITINE delays muscle fatigue by reducing lactic acid formation, and improves performance and endurance.
L-CARNITINE forms an essential part of the transport system which moves fatty acids into the mitachondria (cell furnaces) for energy production. It thus acts as a buffer by inhibiting lactic acid buildup in muscles, helping to delay fatigue and prevent Tying Up. Demand for L-CARNITINE in heavily exercising horses is often not met from the diet, as large amounts are consumed during exercise. Supplementing with L-CARNITINE results in improved energy supply, increased use of fatty acids as an energy source, decreased lactate buildup, and a significant increase in maximum work output.
L-CARNITINE is essential for normal heart function. Supplementing with L-CARNITINE improves both sprint and endurance performance. Performance horses can rapidly run out of glycogen as an energy source, but will rarely run out of fats. Mobilising fats as an energy source helps prevent the accumulation of lactic acid in muscles, hence delaying fatigue and possible Tying Up, and significantly improving the capacity of muscles to work harder for longer.  INDICATIONS

To improve both sprint and endurance performance  DOSAGE AND ADMINISTRATION

Injection: 3mL per 100 kg bodyweight (15mL per 500kg horse) by intramuscular injection 2 times weekly or as directed by your veterinarian.
Use the contents of the vial within 3 months of initial broaching and discard any unused portion.  PRESENTATION

100 mL sterile injection for intramuscular or intravenous injection.  STORAGE

Store below 25°C (Air Conditioning). Protect from light.  AVAILABILITY

For General Sale (APVMA [Injection] 40293)  WARNINGS

Export Slaughter Interval (Horses): Nil  NOTES

L-CARNITINE is commonly used in combination with AMP-5, CREATINE, COPHOS B and TRIPART. It can be alternated with MITACHONDRAL injection as necessary         ","                         $79.99                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/l-carnitine-injection-100ml,//yourpetpa.com.au/cdn/shop/products/lcartiaine.jpg?v=1675739437
"AbbeyShield Spray on Bandage 283g","Horse Medical Aids","AbbeyShield™ is a convenient, water-resistant aerosol bandage that creates a protective barrier against external irritants in simple wounds of small and large animals. AbbeyShield™ is ideal for application to minor cuts and abrasions.

PRODUCT SPECIFICATIONS   Active Constituents 

40mg/g ALUMINIUM POWDER
Propellant: HYDROCARBON    Dosage and Administration 

Clean the area to be sprayed. Apply a thin layer of AbbeyShield™ SPRAY ON to the area to be protected            ","                         $35.99                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/abbeyshield-spray-on-bandage-283g,//yourpetpa.com.au/cdn/shop/products/ABBEYLABS.jpg?v=1654574879
"Sole Pack Hoof Liquid","Horse Medical Aids","Sole Pack Medicated Liquid Hoof Dressing EFFECTIVE HOOF CARE MAINTENANCE – FOR CURRENT AILMENTS AND PREVENTATIVE

Comes in 474ml with brush or 946ml refill (no brush)

Sole Pack Medicated Liquid Hoof Dressing comes with a brush applicator that will cover faster and smoother. For economy, purchase the convenient 946ml refill. Sole Pack will seek out and aggressively combat bacterial and fungal infections. Sole Pack liquid (and packing) are the most effective natural medicated products for the protection of your horses feet. This patented product is recommended by Master Farriers nationwide.

Painting Sole Pack Medicated Liquid Hoof Dressing on the coronary band, also aids in stimulating hoof growth.         ","                         $59.25                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/sole-pack-hoof-liquid,//yourpetpa.com.au/cdn/shop/products/solepack.jpg?v=1654597984
"Domoso - Topical Anti-inflammatory","Horse Medical Aids","

Topical anti-inflammatory analgesic roll-on gel to aid the reduction of acute swelling due to injury in horses and dogs
 

Active Constituent(s)  900 mg/g Dimethyl sulfoxide BP medical grade

Indications    Acute pain, inflammation and swelling due to trauma in dogs and horse 

Dosage    Apply to the skin over the affected area two to three times daily according to individual condition and response.

Do not mix with other medication except on veterinary advice.
Do not bandage the treated area.Withholding Period(s)    

Do not use on horses that will be slaughtered for human consumption            ","                         $46.58                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/domoso-topical-anti-inflammatory,//yourpetpa.com.au/cdn/shop/products/AU-Domoso-Product-1024px.jpg?v=1642390994
"Yellow Lotion","Horse Medical Aids","Description Features  Rapidly dries to protect wounds. Potent antibacterial activity. No added pharmaceutical drugs. Significantly reduces proud flesh. Acts under bandage or simply sprayed on the wound.  Benefits  Reduces discharge, reduces scab formation, soothes open wounds. Controls infections in skin wounds. Protects and dries skin wounds encouraging healing. Does not accumulate dirt and debris. Useful for both immediate first aid and long term treatment. Does not contravene racing regulations. Effective first aid treatment for burns, girth galls, inflamed bruise and sprains in addition to abrasions, open wounds and proud flesh.  Active Ingredients

Active Constituents per L    Zinc Sulphate 50.5g Lead Acetate 50.5g   Acriflavine 0.09g

  Directions For Use

Shake bottle well before use.  Be sure to flush the wound of dirt and debris before applying Ranvet Yellow Lotion.  Soak pad of cotton wool with Yellow Lotion and bandage onto affected area.  Areas difficult to bandage should be dabbed liberally and frequently, daily.

Use protective gloves, avoid contact with eyes, avoid contact with skin, avoid breathing vapour.

For the healing effect to be continuous and most immediate, it is preferable that Yellow Lotion be applied to fresh, open wounds soaked in a gauze or cotton wool pad and held in place with a bandage.  For serious wounds, a fresh dressing may be applied daily.

Nil Meat Witholding Period.         ","                         $27.63                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/yellow-lotion,//yourpetpa.com.au/cdn/shop/products/YellowLotion_1L500mL_1800x1800-Website.jpg?v=1654634754
"Tripart Injection 100mL","Horse Medical Aids","TRIPART is a supplement to support muscle function and recovery during training and strenuous exercise.
TRIPART is a blend of essential co-factors to ensure that muscle metabolism is optimised, and that energy supply to muscles is adequate, to reduce the risk of lactic acidosis, muscle fatigue and Tying Up. Provision of essential co-factors and nutrients at the correct time, and in the correct amounts, reduces the risk of muscle damage and decreased performance.

How Does It Work?
ATP is the essential chemical for muscle contraction, releasing energy when it is broken down to ADP. The aspartates improve endurance by decreasing blood lactate and ammonia, thus delaying fatigue.
Vitamin B3 is essential in increasing the use of glycogen for energy, and arginine acts as a vehicle for transport, storage and excretion of nitrogen.
Lysine is very important in muscle repair. Selenium is an essential element of the enzyme which helps remove the free radicals produced during severe exercise. Vitamin B12 is essential for red blood cell turnover.

Key Features &amp; Benefits:  TRIPART paste supplements ATP to improve available energy supply to muscles.  TRIPART assists muscle repair and recovery after exercise.  TRIPART reduces the risk of tying up or cramping.  TRIPART optimises energy supply to hard working muscles.  TRIPART is useful to prevent fatigue and stress when travelling horses or dogs long distances.           DOSAGE AND ADMINISTRATION

Discard unused portion within 6 months after broaching vial.
Administer by intramuscular or subcutaneous injection.
Horses: Give 5mL per 100kg bodyweight once weekly or as directed by a veterinary surgeon.
Dogs: Give 0.5mL per 10kg bodyweight once weekly or as directed by a veterinary surgeon.  PRESENTATION

100 mL sterile glass multidose vial
30 g adjustable dose paste syringe
250 g paste bag  STORAGE

Store below 25°C (Air Conditioning). Protect from light.  AVAILABILITY

For General Sale (APVMA 50237 [Injection]).  WARNINGS

Export Slaughter Interval (Horses): Nil

TRIPART can be used to help delay Tying Up or cramping by giving a dose 48 hours, 24 hours, and again 4 - 6 hours pre-event. This will significantly improve muscle recovery after hard work, especially when combined with AMP-5, ENERGETIC, and RECOVERY post-event.
         ","                         $55.99                        ",https://yourpetpa.com.au/collections/horse-medical-aids/products/tripart-injection-100ml,//yourpetpa.com.au/cdn/shop/products/Tripart100ml.webp?v=1675651658
